lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
flick	verb	verb	to move something with a quick, light movement, especially using the fingers or wrist	輕彈；快速撥動	及物動詞，常見 flick a switch/one's hair，強調動作迅速而輕巧。	He flicked the switch and the lights came on.	他輕輕一按開關，燈就亮了。	[{"text":"flick a switch","meaningZh":"快速撥動開關"}]
flinch	verb	verb	to make a quick, involuntary movement of the body as a reaction to pain, fear, or surprise	畏縮；退縮（因痛苦、恐懼或驚嚇）	不及物動詞，常見 flinch at the sight of，也可比喻性地指面對困難時退縮不前，如 didn't flinch。	She flinched at the loud noise of the fireworks.	她被煙火的巨響嚇得縮了一下。	[{"text":"flinch at the sound","meaningZh":"聽到聲音而畏縮"}]
fling	noun	noun	a short period of enjoyment or a brief, casual romantic relationship	（短暫的）放縱；一時的風流韻事	常見 have a fling，指短暫、不打算長久的戀情或放縱行為。	They had a brief fling during their vacation in Spain.	他們在西班牙度假時有過一段短暫的戀情。	[{"text":"a summer fling","meaningZh":"夏日短暫戀情"}]
fling	verb	verb	to throw something forcefully and carelessly	用力扔；猛擲	及物動詞，常見 fling something across the room，強調動作用力且隨意，不同於精準的 throw。	He angrily flung the papers across the desk.	他生氣地把文件用力扔到桌子另一端。	[{"text":"fling open the door","meaningZh":"猛然推開門"}]
flip	noun	noun	a quick turning or somersaulting movement, or a sudden reversal	翻轉；（體操的）翻筋斗；突然的轉變	常見 do a flip（翻筋斗）、flip a coin（擲硬幣），也可比喻性地指立場或決定的突然轉變。	The gymnast performed a perfect backward flip.	這位體操選手完成了一個完美的後翻。	[{"text":"a coin flip","meaningZh":"擲硬幣"},{"text":"a back flip","meaningZh":"後空翻"}]
flit	noun	noun	a quick, light movement from one place to another (rare; usually used to describe a bird's or insect's movement)	輕快掠過（動作，此名詞用法罕見）	此詞語主要以動詞形式使用（見 flit verb 義項），名詞用法極少見，多見於詩意描述。	With a quick flit, the sparrow disappeared into the hedge.	麻雀輕快地一閃，便消失在樹籬中。	[]
flit	verb	verb	to move quickly and lightly from one place to another, often changing direction frequently	輕快地飛掠；迅速穿梭	不及物動詞，常見 flit from flower to flower，強調動作輕盈、快速且經常改變方向或對象。	The butterfly flitted from flower to flower in the garden.	這隻蝴蝶在花園裡從一朵花輕快地飛到另一朵花。	[{"text":"flit from flower to flower","meaningZh":"在花朵間飛掠"}]
float	noun	noun	an object designed to stay on the surface of a liquid, or a decorated vehicle used in a parade	浮標；（遊行用的）花車	常見 a fishing float（釣魚浮標）、a parade float（遊行花車），依上下文判斷具體所指。	The children waved from the colorful parade float.	孩子們在色彩繽紛的遊行花車上揮手。	[{"text":"a parade float","meaningZh":"遊行花車"},{"text":"a fishing float","meaningZh":"釣魚浮標"}]
flock	noun	noun	a group of birds or sheep gathered or feeding together, or a large crowd of people	（鳥或羊的）群；（人的）一大群	常見 a flock of sheep/birds，也可比喻性地指大批群眾聚集，如 flocks of tourists。	A flock of geese flew south for the winter.	一群大雁飛往南方過冬。	[{"text":"a flock of sheep","meaningZh":"一群羊"}]
flock	verb	verb	(of people) to gather or move somewhere in large numbers	蜂擁而至；成群聚集	不及物動詞，常見 tourists flock to，強調大批人潮湧向某個地方。	Thousands of fans flocked to the stadium for the concert.	數千名歌迷蜂擁至體育館參加這場演唱會。	[{"text":"flock to the beach","meaningZh":"蜂擁到海灘"}]
flood	noun	noun	an overflow of water onto land that is normally dry, or a large quantity of something arriving at once	洪水；（大量湧入的）事物	常見 a flash flood，也可比喻性地指大量事物同時出現，如 a flood of complaints（大量投訴）。	The flood destroyed dozens of homes along the river.	這場洪水摧毀了河邊數十棟房屋。	[{"text":"flash flood","meaningZh":"暴洪"},{"text":"a flood of complaints","meaningZh":"大量湧入的投訴"}]
floppy	adjective	adjective	tending to hang or bend loosely rather than being firm or rigid	鬆軟下垂的；軟塌塌的	常修飾 hat、ears、hair，強調缺乏支撐力而自然下垂或搖晃，語氣中性偏可愛。	The puppy has cute, floppy ears.	這隻小狗有著可愛的軟垂耳朵。	[{"text":"floppy ears","meaningZh":"鬆軟下垂的耳朵"}]
florid	adjective	adjective	excessively elaborate or ornate, especially in style or language, or (of a person's complexion) flushed and reddish	過分華麗的；辭藻堆砌的；（臉色）紅潤的	常見 florid prose（華而不實的文筆）、a florid complexion（紅潤的臉色），依語境判斷具體意涵。	The critic dismissed the novel's florid, overwrought prose.	評論家批評這部小說辭藻堆砌、過於矯揉造作。	[{"text":"florid prose","meaningZh":"辭藻華麗的散文"},{"text":"a florid complexion","meaningZh":"紅潤的臉色"}]
flounder	verb	verb	to struggle to move or act, or to have difficulty deciding what to do or say, often due to confusion	掙扎；手足無措；陷入困境	不及物動詞，常見 flounder in the water（在水中掙扎），也可比喻性地指面對困難時不知所措，如 flounder financially。	The new employee floundered during his first presentation.	這位新進員工在第一次簡報時顯得手足無措。	[{"text":"flounder in the water","meaningZh":"在水中掙扎"}]
flour	noun	noun	a fine powder made by grinding grain, especially wheat, used in cooking and baking	麵粉	不可數名詞，常見 a cup of flour，指烘焙或烹飪中使用的穀物研磨粉末。	Sift the flour before adding it to the batter.	在把麵粉加入麵糊之前先過篩。	[{"text":"plain flour","meaningZh":"普通麵粉"},{"text":"wholemeal flour","meaningZh":"全麥麵粉"}]
flourish	noun	noun	a bold or dramatic gesture or action, or an elaborate decorative flourish in writing or music	誇張的動作；花俏的裝飾（書法或音樂中）	常見 with a flourish（誇張地、大動作地），指帶有戲劇性、引人注目的舉動或裝飾。	He signed the document with a flourish of his pen.	他揮筆簽署文件，動作十分誇張。	[{"text":"with a flourish","meaningZh":"以誇張瀟灑的動作"}]
flout	verb	verb	to openly disregard or disobey a rule, law, or convention	公然藐視；公然違反（規則或法律）	及物動詞，常見 flout the law/rules，強調公開、毫不掩飾地不遵守規範，語氣帶強烈負面。	The company was fined for flouting environmental regulations.	這家公司因公然違反環保法規而被罰款。	[{"text":"flout the law","meaningZh":"公然違法"}]
fluctuation	noun	noun	an irregular rise and fall in the level, amount, or quality of something	波動；起伏	常見 price/temperature fluctuations，指數值或狀態不規律地上下變動。	The stock market experienced significant fluctuations this week.	股市本週出現了明顯的波動。	[{"text":"price fluctuations","meaningZh":"價格波動"}]
fluid	noun	noun	a substance that flows and has no fixed shape, such as a liquid or gas	流體；液體	常見 bodily fluids（體液）、hydraulic fluid（液壓油），泛指液態或氣態物質。	Doctors advised her to drink plenty of fluids while recovering.	醫生建議她在復原期間多喝流質。	[{"text":"body fluids","meaningZh":"體液"}]
fluid	adjective	adjective	able to flow easily, or (of a situation or plan) likely to change and not fixed	流動的；（情勢）不穩定的、易變的	常修飾 movement、situation，可指物理上的流動性，也可比喻性地形容計畫或局勢尚未定型、隨時可能改變。	The political situation remains fluid, with no clear outcome yet.	政治局勢仍然變動不定，尚未有明確結果。	[{"text":"a fluid situation","meaningZh":"變動不定的局勢"}]
flunk	noun	noun	an act of failing an exam or course (informal, American usage)	（考試或科目）不及格（此名詞用法罕見，多作動詞使用）	此詞語主要作動詞使用（見 flunk verb 義項），名詞用法極為罕見，多見於非正式美式口語。	After his third flunk, he decided to switch majors.	在第三次被當之後，他決定轉系。	[]
flunk	verb	verb	to fail an exam, course, or test, especially in American English	（考試、科目）不及格；被當	及物或不及物動詞，美式口語常用，如 flunk a test/class，語氣輕鬆非正式。	He flunked his math test because he didn't study.	他因為沒讀書，數學考試被當掉了。	[{"text":"flunk an exam","meaningZh":"考試不及格"},{"text":"flunk out of college","meaningZh":"因成績不及格而被大學退學"}]
fluorescent	noun	noun	a light or lamp that produces light through fluorescence (informal shortening of "fluorescent light")	日光燈；螢光燈（fluorescent light 的簡稱）	口語中常省略 light，直接用 a fluorescent 指螢光燈管本身。	The office replaced all the old fluorescents with LED lights.	辦公室把所有舊的日光燈都換成了LED燈。	[{"text":"replace the fluorescents","meaningZh":"更換螢光燈管"}]
fluorescent	adjective	adjective	emitting a bright light through a chemical or physical process, often appearing vividly bright, especially under ultraviolet light	螢光的；日光的（發出鮮豔亮光的）	常見 fluorescent lighting/paint，也可形容顏色極為鮮豔醒目，如 fluorescent yellow（螢光黃）。	She wore a fluorescent yellow vest for safety while cycling.	她騎車時穿了一件螢光黃背心以策安全。	[{"text":"fluorescent lighting","meaningZh":"螢光照明"}]
flush	noun	noun	a sudden reddening of the face, or a sudden rush of a strong feeling	（臉部的）泛紅；（情感的）湧現	常見 a flush of embarrassment/excitement，指因情緒波動而臉紅，或情感突然湧上心頭。	A flush of embarrassment spread across her cheeks.	一陣尷尬的紅暈爬上她的臉頰。	[{"text":"a flush of embarrassment","meaningZh":"因尷尬而泛紅"}]
flush	verb	verb	(of a person's face) to turn red, especially from embarrassment or heat, or to clean something by passing water through it	（臉）漲紅；沖洗（用水沖）	不及物動詞可指臉紅，如 flush with embarrassment；及物動詞則指用水沖洗，如 flush the toilet。	She flushed red when everyone turned to look at her.	當大家轉頭看她時，她的臉一下子漲紅了。	[{"text":"flush with embarrassment","meaningZh":"因尷尬而臉紅"},{"text":"flush the toilet","meaningZh":"沖馬桶"}]
flutter	noun	noun	a quick, light, irregular movement, especially of wings, or a state of nervous excitement	振翅；顫動；（情緒的）小騷動	常見 a flutter of wings、a flutter of excitement，指輕快不規律的擺動或因興奮而產生的輕微騷動。	A flutter of butterflies passed by the window.	一群蝴蝶振翅飛過窗邊。	[{"text":"a flutter of excitement","meaningZh":"一陣興奮"}]
flutter	verb	verb	to move quickly and lightly in an irregular way, especially wings, or (of the heart) to beat rapidly and irregularly, often from excitement	振翅；輕輕擺動；（心）撲通跳動	不及物動詞，常見 flags flutter in the wind、her heart fluttered，強調輕快不規律的擺動或心跳因情緒而加速。	The flag fluttered gently in the breeze.	這面旗幟在微風中輕輕飄動。	[{"text":"flutter one's wings","meaningZh":"輕拍翅膀"}]
foam	noun	noun	a mass of small bubbles formed on or in a liquid, or a light material used for cushioning	泡沫；發泡材料	常見 sea foam、foam mattress，指液體表面形成的細小氣泡，或用於緩衝的輕質材料。	White foam covered the surface of the waves.	白色泡沫覆蓋在海浪表面。	[{"text":"shaving foam","meaningZh":"刮鬍泡沫"}]
foam	verb	verb	to produce or form a mass of small bubbles	起泡沫；冒泡	不及物動詞，常見 the beer foamed，也可比喻性地形容極度憤怒，如 foam at the mouth。	The soap foamed up quickly under the running water.	肥皂在流動的水下很快就起了泡沫。	[{"text":"foam at the mouth","meaningZh":"口吐白沫"}]
fodder	noun	noun	food given to livestock, especially hay or straw, or material used to support or provide content for something	（家畜的）飼料；（比喻）素材、題材	常見 cattle fodder，也可比喻性地指提供給某事物的素材，如 fodder for gossip（八卦的話題素材）。	The barn was stocked with fodder for the winter months.	穀倉裡儲存了過冬用的飼料。	[{"text":"fodder for cattle","meaningZh":"牛飼料"},{"text":"fodder for gossip","meaningZh":"八卦話題的素材"}]
fodder	verb	verb	to provide livestock with food, especially hay or straw	餵（家畜）飼料	及物動詞，農業用語，較為罕見，通常直接用 feed 取代，此為語料庫登記之動詞用法。	The farmhands fodder the cattle twice a day.	農場工人每天餵牛兩次飼料。	[{"text":"fodder cattle","meaningZh":"餵牛飼料（農業用語）"}]
foil	noun	noun	a thin, flexible sheet of metal, or a person or thing that provides a contrast that highlights another's qualities	（金屬）箔；（襯托的）對照物	常見 aluminum foil（鋁箔），也可比喻性地指襯托主角特質的配角，如 a foil to the hero。	Wrap the leftovers in aluminum foil before refrigerating.	把剩菜用鋁箔紙包起來再放進冰箱。	[{"text":"aluminium foil","meaningZh":"鋁箔"},{"text":"a foil for the hero","meaningZh":"襯托主角的人物"}]
fold	noun	noun	a bend or crease made by folding something, or a group of sheep enclosed by a fence	摺痕；褶疊；（圈養）羊欄	常見 the folds of a curtain，也可指圍欄內的羊群（sheep fold），依語境判斷。	The dress had elegant folds of silk fabric.	這件洋裝有著優雅的絲質褶皺。	[{"text":"folds of fabric","meaningZh":"布料的褶疊"},{"text":"return to the fold","meaningZh":"回歸原來的團體"}]
folly	noun	noun	a lack of good sense; a foolish action or idea	愚蠢；愚行	常見 an act of folly，強調缺乏理智判斷所導致的荒謬行為，語氣正式偏文學。	Investing all his savings in one stock was pure folly.	把所有積蓄投入單一股票純粹是愚蠢之舉。	[{"text":"an act of folly","meaningZh":"愚蠢的行為"}]
foolish	adjective	adjective	lacking good sense or judgment; unwise	愚蠢的；不明智的	常修飾 decision、mistake，也可修飾人，指做出缺乏判斷力的行為，語氣較 stupid 溫和。	It would be foolish to ignore the doctor's advice.	忽視醫生的建議會是很不明智的。	[{"text":"a foolish mistake","meaningZh":"愚蠢的錯誤"}]
forbid	verb	verb	to order someone not to do something, or to make something not allowed	禁止	及物動詞，常見 forbid someone to do something 或 forbid something，語氣正式，強調正式或權威性的禁止。	The rules forbid smoking anywhere in the building.	規定禁止在這棟建築物的任何地方吸菸。	[{"text":"forbid someone from doing something","meaningZh":"禁止某人做某事"}]
foresee	verb	verb	to know or anticipate that something will happen in the future	預見；預料	及物動詞，常見 foresee problems/consequences，強調在事情發生前就有所預料或推測。	No one could have foreseen such a rapid change in the market.	沒有人能預見市場會出現如此快速的變化。	[{"text":"foresee a problem","meaningZh":"預見問題"}]
foreshadow	verb	verb	to be a warning or indication of a future event	預示；預兆（未來事件）	及物動詞，常見於文學分析，如 the scene foreshadows the tragic ending，強調事件或細節暗示了後續發展。	The dark clouds foreshadowed the storm that was about to hit.	烏雲密布預示著即將來襲的暴風雨。	[{"text":"foreshadow future events","meaningZh":"預示未來事件"}]
forestry	noun	noun	the science or practice of planting, managing, and caring for forests	林業；森林學	常見 a forestry degree/department，指與森林種植、管理及維護相關的專業領域。	He studied forestry at university and now manages a national park.	他大學主修林業，現在負責管理一座國家公園。	[{"text":"sustainable forestry","meaningZh":"永續林業"}]
forfeit	noun	noun	something that is given up or lost as a penalty for a mistake, failure, or breach of rules	罰金；沒收之物（因違規或失敗而喪失的東西）	常見 pay a forfeit，指因違反規定或未履行條件而被沒收的財物或權利。	Failure to complete the contract resulted in a forfeit of the deposit.	未能履行合約導致訂金被沒收。	[{"text":"pay a forfeit","meaningZh":"繳納罰金"}]
forfeit	verb	verb	to lose or give up something as a penalty for a mistake, failure, or rule violation	喪失；被沒收（因違規或未履行義務）	及物動詞，常見 forfeit the right/deposit，強調因未達成某條件而失去原本擁有的權利或財物。	The team forfeited the match after failing to show up on time.	這支球隊因未能準時到場而被判棄權喪失比賽資格。	[{"text":"forfeit a deposit","meaningZh":"被沒收押金"}]
forge	noun	noun	a workshop where metal is heated and shaped, especially by a blacksmith	鍛造場；鐵匠鋪	常見 a blacksmith's forge，指用於加熱、鍛造金屬的工作場所。	The old forge still stands at the edge of the village.	這座老舊的鐵匠鋪仍矗立在村莊邊緣。	[{"text":"a blacksmith's forge","meaningZh":"鐵匠的鍛造場"}]
forge	verb	verb	to make or shape metal by heating and hammering it, to create something through great effort, or to illegally copy a document or signature	鍛造；建立（透過努力）；偽造（文件或簽名）	及物動詞，涵蓋三種常見用法：鍛造金屬（forge a sword）、建立關係（forge an alliance）、偽造文件（forge a signature），須依語境判斷語意。	The two countries worked together to forge a lasting peace agreement.	兩國共同努力，建立了一項持久的和平協議。	[{"text":"forge a signature","meaningZh":"偽造簽名"},{"text":"forge an alliance","meaningZh":"建立聯盟"}]
