lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
appease	verb	verb	to calm someone or satisfy a demand, often by making concessions	安撫；以讓步平息要求	常接 critics、anger 或 demands；政治語境可能帶「姑息」的負面意味。	The company offered refunds to appease angry customers.	公司提出退款，以安撫憤怒的顧客。
appease	verb_need	verb	to satisfy a physical need or desire	滿足需求；緩解飢渴	常見 appease one's hunger，較 satisfy 正式；不用於所有疾病或疼痛。	A small snack was enough to appease his hunger.	一份小點心就足以暫解他的飢餓。
appendix	noun	noun	a section of supplementary material at the end of a document	文件末尾的附錄	可數名詞，複數常用 appendices；內文引用可說 see Appendix A。	The full questionnaire appears in the appendix.	完整問卷列在附錄中。
appendix	noun_body	noun	a small tube-shaped structure attached to the large intestine near the caecum	闌尾	可數名詞，發炎稱 appendicitis；不要將闌尾直接等同於 caecum「盲腸」。	The surgeon removed the inflamed appendix.	外科醫師切除了發炎的闌尾。
appetite	noun	noun	the desire to eat food	食慾	常用 have an appetite 或 lose one's appetite；good appetite 指胃口好。	The long walk gave us a healthy appetite.	走了很長一段路後，我們胃口大開。
appetite	noun_desire	noun	a strong desire for a particular activity or experience	強烈慾望；對某事的渴求	常用 an appetite for，後接 risk、adventure 或 knowledge 等抽象名詞。	Investors showed little appetite for risk.	投資者對承擔風險的意願不高。
applaud	verb	verb	to clap one's hands to show approval	鼓掌	可不及物，也可接表演者或表現作受詞；拍手通常是表達讚許。	The audience applauded when the musicians returned.	樂手返回舞台時，觀眾鼓掌歡迎。
applaud	verb_praise	verb	to express strong approval of something	讚許；高度肯定	不必實際拍手；常用 applaud someone for something，或 applaud a decision。	We applaud the decision to publish the results.	我們讚許公開研究結果的決定。
applause	noun	noun	the sound or act of clapping to show approval	掌聲；鼓掌讚許	不可數名詞，常用 a round of applause 或 a burst of applause，不說 an applause。	The speech received a long round of applause.	演講獲得了持續許久的掌聲。
appliance	noun	noun	a device designed for a particular task, especially a household electrical device	器具；家用電器	可數名詞，常見 household appliances；不是 application「應用」或「申請」。	The store sells energy-efficient kitchen appliances.	這家店販售節能廚房電器。
applicable	adjective	adjective	relevant to a situation and able to be applied to it	適用的	通常用 applicable to；not applicable 常縮寫為 N/A，但表格中的 N/A 也可能有其他意思。	The rule is applicable to all applicants.	這項規定適用於所有申請人。
applicant	noun	noun	a person who formally requests a job, place, or other opportunity	申請人	可數名詞，常用 an applicant for a position；application 是申請書或申請行為。	Each applicant must submit two references.	每位申請人都必須提交兩份推薦資料。
appointment	noun	noun	an arrangement to meet someone at a particular time	預約；約定會面的時間	常用 make an appointment with 或 an appointment for a checkup；不一定指浪漫約會。	I have an appointment with the dentist tomorrow.	我明天預約了看牙醫。
appointment	noun_position	noun	the selection of someone for a role, or the role obtained	任命；獲任命的職位	常用 appointment as director 或 appointment to a post；不是以選舉取得職位的過程。	Her appointment as director was announced today.	她獲任命為主任的消息今天公布。
appointment	noun_furnishings	noun	furnishings and equipment provided in a building or vehicle	建築或交通工具的內部設備與陳設	此義通常用複數 appointments，常見於旅館、船舶或豪華車輛的描述。	The hotel is known for its elegant appointments.	這家飯店以典雅的內部陳設聞名。
appraisal	noun	noun	an assessment of quality, performance, or monetary value	評估；績效考核；估價	可數名詞，常見 performance appraisal 或 property appraisal；依受評對象決定中文譯法。	The bank requested an independent appraisal of the property.	銀行要求對這處房產進行獨立估價。
appreciable	adjective	adjective	large enough to be noticed or considered significant	明顯可察覺的；相當程度的	常用 an appreciable difference 或 no appreciable change；不等於 appreciative「感激的」。	The treatment produced no appreciable improvement.	治療並未帶來明顯改善。
appreciate	verb	verb	to be grateful for something	感激	常用 appreciate your help 或 appreciate someone doing something；不要用 appreciate to do。	I appreciate you taking the time to explain this.	謝謝你撥時間解釋這件事。
appreciate	verb_value	verb	to recognize and enjoy the value or quality of something	欣賞；賞識	常接 art、music 或 someone's talent；不同於單純表示感謝。	The course helped me appreciate modern art.	這門課幫助我欣賞現代藝術。
appreciate	verb_understand	verb	to understand fully the importance or nature of a situation	充分理解；體會	常用 appreciate that 加子句，或 appreciate the difficulty；可用於表達理解對方處境。	I appreciate that the decision was difficult for you.	我理解這個決定對你而言很困難。
appreciate	verb_value_increase	verb	to increase in monetary value	升值；增值	此義通常不及物，主詞是資產或貨幣；反義詞為 depreciate。	The property has appreciated in value over the past decade.	這處房產在過去十年間升值了。
appreciation	noun	noun	a feeling or expression of gratitude	感激；謝意	不可數名詞，常用 in appreciation of 或 show appreciation for。	We sent a letter in appreciation of their support.	我們寄信感謝他們的支持。
appreciation	noun_understanding	noun	understanding and recognition of the value or significance of something	理解與賞識；鑑賞力	常用 an appreciation of art 或 a deeper appreciation of a problem，依對象區分鑑賞與體會。	The visit gave us a deeper appreciation of the region's history.	這次參訪讓我們更深刻地理解當地歷史。
appreciation	noun_increase	noun	an increase in the monetary value of an asset or currency	資產或貨幣的升值	財經用語，常見 capital appreciation；與單純收取股息或利息不同。	Currency appreciation made imported goods cheaper.	貨幣升值使進口商品變便宜。
apprehensive	adjective	adjective	worried that something unpleasant may happen	擔心的；忐忑不安的	常用 apprehensive about 或 apprehensive that；現代常見義是擔憂，不宜譯為敏悟。	She felt apprehensive about traveling alone.	她對獨自旅行感到不安。
apprentice	noun	noun	a person learning a trade through supervised work and training	學徒	可數名詞，常見 an apprentice electrician；指訓練身分，不等於任何能力不足的生手。	The apprentice learned to repair engines under supervision.	這名學徒在指導下學習修理引擎。
apprentice	verb	verb	to train or place someone in supervised work to learn a trade	使當學徒；安排接受學徒訓練	常用 be apprenticed to someone，表示跟隨師傅學藝。	She was apprenticed to a skilled carpenter.	她跟隨一位技藝精湛的木匠當學徒。
approval	noun	noun	an official decision allowing something to happen	核准；正式同意	不可數名詞，常用 seek approval for 或 obtain approval from；from 引出核准者。	Construction cannot begin without official approval.	未經正式核准，不得開工。
approval	noun_favorable	noun	a favorable opinion or acceptance of someone or something	贊同；認可	常用 approval of；不一定涉及正式權限或行政程序。	He nodded in approval of the suggestion.	他點頭表示贊同這項建議。
approve	verb	verb	to officially accept or authorize something	核准；批准	及物用法，直接接 plan、application 或 budget；核准文件時不加 of。	The board approved the revised budget.	董事會核准了修訂後的預算。
approve	verb_agree	verb	to think that someone or something is acceptable or good	贊同；認可	此義通常用 approve of，後接名詞或動名詞；與正式核准的及物用法區分。	Her parents do not approve of smoking.	她的父母不贊同吸菸。
approximate	adjective	adjective	close to the actual value but not exact	大約的；近似的	常修飾 number、cost 或 location；名詞讀音末尾與動詞不同，形容詞末尾通常是 /ət/。	Can you give me an approximate delivery date?	你能給我一個大概的送達日期嗎？
approximate	verb	verb	to be close or similar to something	近似；接近	可直接接受詞，如 approximate the original；也可用 approximate to，較正式。	The model approximates real-world conditions.	這個模型近似真實世界的條件。
approximate	verb_estimate	verb	to calculate or represent something roughly	粗略估算；作近似表示	常用 approximate a value 或 approximate something by something，常見於數學與建模。	We approximated the total by rounding each amount.	我們將各筆金額四捨五入，以粗估總額。
approximately	adverb	adverb	close to a stated amount, time, or value	大約；約莫	通常放在數字前，如 approximately ten minutes；避免與 about 重複使用。	The journey takes approximately forty minutes.	這趟路程大約需要四十分鐘。
aquarium	noun	noun	a water-filled tank used to keep fish or other aquatic organisms	水族箱	可數名詞，複數可用 aquariums 或 aquaria；tank 指容器，不是展館。	The aquarium contains several species of freshwater fish.	水族箱裡養著幾種淡水魚。
aquarium	noun_building	noun	a public facility where aquatic animals are kept and displayed	水族館	可數名詞，常用 visit an aquarium；以公眾參觀的設施為對象。	The class visited the aquarium to learn about marine life.	班上到水族館參觀，認識海洋生物。
aquatic	noun	noun	a plant that grows in water	水生植物	較專門的可數名詞用法，園藝中常用複數 aquatics；一般水生動物通常說 aquatic animals。	The nursery sells water lilies and other aquatics.	苗圃販售睡蓮與其他水生植物。
aquatic	adjective	adjective	living or growing in water, or relating to water activities	水生的；與水中活動有關的	常見 aquatic plants、aquatic habitats 或 aquatic sports，依受詞區分生物與活動。	Pollution threatens aquatic ecosystems.	污染威脅著水域生態系統。
arcane	adjective	adjective	understood by only a few people with specialized knowledge	少數專家才懂的；深奧難解的	常形容 rules、terminology 或 knowledge；不必涉及超自然的神秘事物。	The guide explains the arcane rules in plain language.	指南用淺白語言解釋深奧難懂的規則。
arch	noun	noun	a curved structure spanning an opening or supporting weight	拱；拱門	可數名詞，常見 a stone arch；可指建築構造或其下方通道。	The bridge rests on three stone arches.	這座橋由三座石拱支撐。
arch	noun_curve	noun	a curved shape, especially the raised underside of the foot	弧形；足弓	身體語境常見 the arch of the foot；不一定是建築物。	These shoes provide support for the arches of the feet.	這雙鞋能支撐足弓。
archaeological	adjective	adjective	relating to the study of the human past through material remains	考古學的	常見 archaeological site、excavation 或 evidence；研究材料可來自史前或歷史時期。	The construction work uncovered an archaeological site.	施工發現了一處考古遺址。
archaeology	noun	noun	the study of the human past through objects, structures, and other material remains	藉由物質遺存研究人類過去的考古學	不可數的學科名稱；範圍不限史前時代，也研究有文字記錄的歷史社會。	She studied archaeology before joining the excavation team.	她先修讀考古學，之後加入發掘團隊。
architect	noun	noun	a professional who designs buildings	建築師	可數名詞，常用 hire an architect；職業資格要求依所在地法規而異。	The architect designed a library with abundant natural light.	建築師設計了一座自然採光充足的圖書館。
architect	noun_creator	noun	a person responsible for designing or bringing about a plan or system	計畫或制度的設計者；締造者	比喻用法，常用 the architect of a reform；資訊領域也有 software architect「軟體架構師」。	She was the principal architect of the reform.	她是這項改革的主要設計者。
architectural	adjective	adjective	relating to the design and construction of buildings	建築的；建築設計的	常見 architectural style、heritage 或 drawings，通常修飾與建築相關的特徵或工作。	The city protects buildings of architectural significance.	這座城市保護具有建築價值的建物。
architecture	noun	noun	the art, practice, or style of designing buildings	建築學；建築設計；建築風格	通常不可數；study architecture 指修讀建築學，Gothic architecture 指哥德式建築。	The museum is known for its striking architecture.	這座博物館以醒目的建築設計聞名。
architecture	noun_system	noun	the overall structure and organization of a complex system	複雜系統的整體架構	資訊或系統設計用語，常見 software architecture；此義可指一套具體架構。	The team redesigned the application's architecture.	團隊重新設計了應用程式的架構。
archive	verb	verb	to store records or data for long-term preservation or later use	將紀錄或資料歸檔保存	常接 documents、emails 或 data；archive 不一定表示刪除，通常仍保留查閱可能。	We archive completed projects at the end of each year.	我們在每年年底將已完成的專案資料歸檔。
archive	noun	noun	a collection of preserved records or the place where they are kept	典藏檔案；檔案館	單數 archive 或複數 archives 都常見；資料與保存機構須依上下文區分。	The letters are preserved in the university archives.	這些信件保存在大學的典藏檔案中。
arctic	adjective	adjective	relating to the region around the North Pole	北極地區的	指地理區域時通常大寫 Arctic，如 Arctic wildlife；不要與 Antarctic「南極的」混淆。	Arctic ecosystems are sensitive to rising temperatures.	北極生態系統對氣溫上升十分敏感。
arctic	adjective_cold	adjective	extremely cold	極寒的	比喻形容非常寒冷時可小寫，如 arctic conditions；不一定真的位於北極。	We faced arctic conditions during the winter hike.	冬季健行時，我們遇上極度寒冷的天氣。
arctic	noun	noun	the region surrounding the North Pole	北極地區	通常用 the Arctic，a 大寫；與僅指北極點的 the North Pole 不同。	The expedition collected samples in the Arctic.	探險隊在北極地區採集樣本。
arctic	noun_boot	noun	a waterproof overshoe worn in cold or wet conditions	寒濕天氣穿的防水套鞋	較舊的美式用法，通常用複數 arctics；日常更常見 overshoes。	He pulled on his arctics before stepping into the snow.	他先套上防水套鞋，再走進雪地。
arena	noun	noun	a central space or venue for sports, performances, or contests	競技場；表演場館	可數名詞，常見 a sports arena；不只指古羅馬角鬥場。	Thousands of fans filled the arena.	數千名粉絲擠滿了場館。
arena	noun_field	noun	a field of activity in which people compete or interact	競爭或活動的領域；舞台	比喻用法，常用 the political arena 或 the international arena。	The issue moved into the political arena.	這項議題進入了政治領域。
aristocracy	noun	noun	a privileged social class traditionally holding hereditary titles	貴族階層	通常用 the aristocracy；個別貴族可稱 aristocrat，不宜將整個階層泛譯為知識界人士。	The reforms reduced the power of the aristocracy.	改革削弱了貴族階層的權力。
aristocracy	noun_elite	noun	a group regarded as superior or especially influential in a field	某領域的菁英階層	比喻用法，常見 an intellectual aristocracy；可能帶對階級區隔的批評。	The institution was criticized for serving an intellectual aristocracy.	這個機構被批評只服務知識菁英階層。
armor	noun	noun	a protective covering worn in combat or fitted to a vehicle	盔甲；裝甲	通常不可數，這是美式拼法；可用 a suit of armor 指一套盔甲。	The vehicle's armor protected the crew.	車輛的裝甲保護了乘員。
armor	noun_military	noun	armored military vehicles considered as a group	裝甲車輛部隊	軍事上的集合名詞，常與 infantry「步兵」對比；不是單一件盔甲。	The operation involved both infantry and armor.	這次行動同時動用了步兵與裝甲部隊。
armor	noun_natural	noun	a hard natural covering that protects an animal or plant	動植物的堅硬保護外層	比喻性的生物描述，常指硬殼、骨板或其他保護構造。	The animal's bony armor protects it from predators.	這種動物的骨質護甲能保護牠免遭掠食者攻擊。
armour	noun	noun	a protective covering worn in combat or fitted to a vehicle	盔甲；裝甲	通常不可數，這是英式拼法；美式拼法為 armor，意思相同。	The museum displays a suit of medieval armour.	博物館展示了一套中世紀盔甲。
armour	noun_military	noun	armored military vehicles considered as a group	裝甲車輛部隊	軍事集合名詞；此英式拼法常見於 armour and infantry「裝甲部隊與步兵」。	The bridge was reinforced to support heavy armour.	橋梁經過加固，以承受重型裝甲車輛的重量。
armour	noun_natural	noun	a hard natural covering that protects an animal or plant	動植物的堅硬保護外層	與 armor 的自然保護層義相同；可形容動物的甲殼或骨板。	The turtle's shell acts as natural armour.	烏龜的殼具有天然護甲的作用。
aromatic	adjective	adjective	having a strong pleasant smell	芳香的	常修飾 herbs、spices 或 oils；描述嗅覺特性，不是任何強烈氣味都稱 aromatic。	The soup contains several aromatic herbs.	這道湯加入了幾種芳香草本植物。
aromatic	adjective_chemistry	adjective	having a cyclic structure with delocalized electrons that gives special stability	芳香性的，指具環狀離域電子結構而有特殊穩定性	化學上的 aromatic 不表示一定有香味；苯是常見例子，但芳香族化合物不限於含苯環的物質。	Benzene is an aromatic compound.	苯是一種芳香族化合物。
arouse	verb	verb	to cause a feeling, interest, or response	引起情緒、興趣或反應	常接 interest、suspicion 或 anger；重點是喚起反應，不一定表示鼓勵。	The unexplained delay aroused suspicion.	無法解釋的延誤引起了懷疑。
arouse	verb_wake	verb	to wake someone from sleep or inactivity	喚醒；使從不活動狀態中振作	常用 arouse someone from sleep；日常說喚醒時 wake 通常較自然。	A loud knock aroused him from sleep.	一陣響亮的敲門聲把他從睡夢中喚醒。
arouse	verb_sexual	verb	to cause sexual excitement	引起性興奮	受詞通常是人，被動式 be sexually aroused 可明確標示此義。	The passage describes how the characters arouse each other's desire.	這段文字描寫角色如何引起彼此的性慾。
array	noun	noun	a large or impressive variety of things	大量且多樣的一系列事物	常用 an array of，後接名詞；通常強調種類或展示效果。	The market offers an array of fresh produce.	市場提供種類豐富的新鮮農產品。
array	noun_arrangement	noun	an ordered arrangement of items or elements	有序排列；陣列	科技中常見 an array of sensors；程式設計中的 array 通常譯為陣列。	The telescope uses an array of detectors.	這座望遠鏡使用一組偵測器陣列。
array	noun_clothing	noun	fine or decorative clothing	華麗衣飾	古老或文學用法，常見 in fine array；日常談衣服通常用 clothes 或 attire。	The guests arrived in splendid array.	賓客身著華麗衣飾抵達。
arrest	noun	noun	the act of taking someone into legal custody	逮捕	可數或不可數，常用 under arrest 或 make an arrest；逮捕不等於已判決有罪。	Police made an arrest after reviewing the evidence.	警方審查證據後逮捕了一人。
arrest	noun_stop	noun	a sudden stopping of an activity or function	活動或功能的停止	醫學常見 cardiac arrest「心搏停止」；與因冠狀動脈阻塞等造成的 heart attack 不同。	The patient suffered a cardiac arrest.	病人發生了心搏停止。
arrogance	noun	noun	an attitude of unjustified superiority toward others	傲慢；自大	不可數名詞，常見 the arrogance of someone；不同於有根據的 confidence「自信」。	His arrogance made cooperation difficult.	他的傲慢讓合作變得困難。
arsenal	noun	noun	a collection of weapons and military equipment	武器與軍備的總和；武器儲備	常見 a nuclear arsenal；此義指擁有的軍備，不一定是存放地點。	The treaty limits the size of each country's nuclear arsenal.	條約限制各國核武儲備的規模。
arsenal	noun_place	noun	a place where weapons and military equipment are stored or manufactured	軍械庫；兵工廠	可數名詞，依功能區分儲藏設施或製造設施。	The old arsenal has been converted into a museum.	舊軍械庫已改建為博物館。
arsenal	noun_resources	noun	a collection of resources or methods available for use	可運用的一整套資源或方法	比喻用法，常用 an arsenal of tools、skills 或 techniques，不一定涉及武器。	Teachers need an arsenal of strategies for different learners.	教師需要一整套策略來因應不同的學習者。
artery	noun	noun	a blood vessel that carries blood away from the heart	將血液由心臟輸出的動脈	可數名詞，複數 arteries；定義依血流方向，並非所有動脈都運送含氧量高的血。	The artery carries blood from the heart to the lungs.	這條動脈將血液從心臟輸送到肺部。
artery	noun_road	noun	a major road or transport route	交通幹道；要道	比喻用法，常見 a main artery 或 a major traffic artery。	The highway is a major artery linking the two cities.	這條公路是連接兩座城市的重要交通幹道。
artifact	noun	noun	an object made or modified by humans, especially one of historical interest	人工製品；歷史文物	可數名詞，英式也拼作 artefact；不只指藝術品，也包括工具與日常器物。	The excavation uncovered several bronze artifacts.	考古發掘出土了幾件青銅文物。
artifact	noun_measurement	noun	a feature caused by the method of observation or processing rather than the object studied	觀察或處理過程產生的假象或雜訊	科研與影像語境，常見 imaging artifact；醫學影像也常譯為偽影。	The apparent pattern was an artifact of the sampling method.	看似存在的模式，其實是取樣方法造成的假象。
artificial	adjective	adjective	made by humans rather than occurring naturally	人造的；人工的	常見 artificial light 或 artificial fibers；人工製造不等於假冒或品質差。	The plants grow under artificial light.	這些植物在人工照明下生長。
artificial	adjective_insincere	adjective	unnatural or lacking sincerity	不自然的；做作的	常修飾 smile、manner 或 politeness；此義描述表現不真誠，不是製造材料。	Her artificial smile did not hide her disappointment.	她做作的微笑掩飾不了失望。
artillery	noun	noun	large military guns used to fire shells over long distances	火炮	不可數集合名詞；單門火炮可說 an artillery piece，不說 an artillery。	The museum displays artillery from the nineteenth century.	博物館展示十九世紀的火炮。
artillery	noun_soldiers	noun	the military units that operate large guns	炮兵部隊	集合名詞，常見 serve in the artillery；不是操作技術「炮術」本身。	He served in the artillery before becoming an engineer.	他在成為工程師之前曾服役於炮兵部隊。
ascertain	verb	verb	to find out or establish something with confidence	查明；確定	正式用語，常用 ascertain whether、ascertain the cause；不是沒有查證就直接斷言。	We need to ascertain whether the files are complete.	我們需要查明檔案是否完整。
ashamed	adjective	adjective	feeling guilt or embarrassment about oneself or one's actions	感到羞愧的；慚愧的	常用 ashamed of、ashamed to do 或 ashamed that；通常不直接放在名詞前。	She was ashamed of having misled her colleagues.	她為誤導同事而感到羞愧。
aspiration	noun	noun	a strong hope or ambition to achieve something	抱負；志向	可數名詞，常用 aspirations for the future 或 an aspiration to do something。	The program helps students pursue their career aspirations.	這項計畫協助學生追求職涯抱負。
aspiration	noun_phonetics	noun	the release of a noticeable breath with a speech sound	語音中的送氣	語音學術語；英語 pin 開頭的 /p/ 通常有送氣，spin 中的 /p/ 通常不送氣。	Aspiration distinguishes the initial consonants in these examples.	在這些例子中，送氣與否區分了開頭的子音。
aspiration	noun_medical	noun	the entry of food, liquid, or another substance into the airway	食物、液體等進入呼吸道的誤吸	醫學語境，常見 aspiration pneumonia「吸入性肺炎」；與一般吞嚥不同。	The swallowing assessment checks the risk of aspiration.	吞嚥評估會檢查誤吸的風險。
aspiration	noun_procedure	noun	the removal of fluid or tissue by suction, often through a needle	以抽吸方式移除液體或組織	醫療程序用語，常見 fine-needle aspiration「細針抽吸」；不同於異物誤入呼吸道。	The doctor obtained a sample by fine-needle aspiration.	醫師以細針抽吸方式取得檢體。
assail	verb	verb	to attack someone physically or with strong criticism	襲擊；猛烈抨擊	正式用語，常見 be assailed by critics；批評義比 question「質疑」強烈。	Critics assailed the proposal as impractical.	批評者猛烈抨擊這項提案不切實際。
assassination	noun	noun	the deliberate murder of a prominent person, often for political reasons	暗殺，常指因政治原因謀殺知名人物	可數或不可數，常見 an assassination attempt「暗殺未遂行動」；不同於一般意外死亡。	The assassination of the leader triggered a political crisis.	這位領導人遭暗殺，引發了政治危機。
assault	noun	noun	a violent physical attack	暴力襲擊	可數或不可數；法律上的構成要件依司法制度而異，可能涵蓋威脅或企圖施暴。	The witness reported the assault to the police.	目擊者向警方通報了這起襲擊。
assault	noun_attack	noun	a concentrated military attack or forceful attempt to overcome something	集中攻擊；猛烈攻勢	常用 an assault on a position，也可比喻對制度或觀點的猛烈攻擊。	The article was a direct assault on the policy's assumptions.	這篇文章直接猛烈抨擊了該政策的基本假設。
assemble	verb	verb	to put parts together to make a complete object	組裝	及物動詞，常接 furniture、equipment 或 a device；相反動作是 disassemble「拆解」。	It took an hour to assemble the desk.	組裝這張書桌花了一小時。
assemble	verb_gather	verb	to gather people or things together, or to come together	集合；召集；彙集	可及物或不及物；assemble a team 指召集團隊，people assemble 指人們集合。	The students assembled in the courtyard.	學生們在庭院集合。
assembly	noun	noun	the process of putting parts together	組裝過程	此義通常不可數，常見 assembly instructions 或 assembly line「裝配線」。	The product requires some assembly before use.	這項產品使用前需要先組裝。
assembly	noun_unit	noun	a unit consisting of parts fitted together	由多個零件組成的組件	此義可數，機械語境如 a brake assembly「煞車總成」，不是任何單一零件。	The mechanic replaced the entire brake assembly.	技師更換了整個煞車總成。
assembly	noun_group	noun	a group gathered for a purpose, or a formal representative body	集會；集會群體；議會	可數名詞，常見 school assembly 或 legislative assembly；依情境判斷是活動還是機構。	The students attended a school assembly.	學生參加了全校集會。
assent	noun	noun	agreement with a proposal or statement	贊同；同意	通常不可數，常用 give assent to；較 agreement 正式。	The committee gave its assent to the proposal.	委員會同意了這項提案。
assent	verb	verb	to agree to a proposal or statement	表示同意	不及物動詞，常用 assent to；不要與 ascent「上升」混淆拼字。	She assented to the revised terms.	她同意了修訂後的條款。
assert	verb	verb	to state firmly that something is true	堅稱；斷言	常用 assert that 加子句；表示說話者態度堅定，不代表主張已獲證實。	He asserted that the calculations were correct.	他堅稱計算結果正確。
assert	verb_right	verb	to insist that one's rights or authority be recognized	主張並維護權利或權威	常用 assert one's rights 或 assert oneself；後者指清楚表達立場、爭取尊重。	Workers have the right to assert their legal protections.	勞工有權主張依法享有的保障。
assertive	adjective	adjective	confident and direct in expressing one's needs or opinions	自信而明確表達立場的	通常是正面或中性描述，不等於 aggressive「咄咄逼人的」；原譯「武斷」不能概括此義。	You can be assertive without being rude.	你可以明確表達立場，同時保持禮貌。
assiduous	adjective	adjective	showing careful and persistent effort	勤勉的；細心而持續努力的	正式用語，常見 assiduous research 或 assiduous attention to detail。	Her assiduous research uncovered several overlooked documents.	她勤勉細緻的研究找出了幾份被忽略的文件。
assign	verb	verb	to give someone a task, role, or resource	分派任務、角色或資源	可用 assign someone a task 或 assign a task to someone；後者的 to 不可省略。	The manager assigned each team a different task.	經理分派給每個團隊不同的任務。
assign	verb_value	verb	to give something a value, category, or meaning	賦予數值；歸類；指定意義	常用 assign a value to a variable 或 assign a category to an item。	The program assigns a unique number to each record.	程式為每筆紀錄指定唯一編號。
assign	verb_transfer	verb	to legally transfer a right or interest to another person	依法轉讓權利或權益	法律用語，常用 assign rights to someone；與委派工作分開理解。	The author assigned the rights to the publisher.	作者將權利轉讓給出版社。
assignment	noun	noun	a task or piece of work given to someone	被指派的任務；作業	可數名詞；學校作業可說 an assignment，但 homework 通常不可數。	The assignment is due on Monday.	這份作業星期一到期。
assignment	noun_allocation	noun	the act of allocating a person or resource to a role or purpose	分派；配置	常用 the assignment of staff to projects；著重分配行為，而非某一份工作。	The assignment of rooms will be completed tomorrow.	房間分配將於明天完成。
assignment	noun_transfer	noun	the legal transfer of rights or interests	權利或權益的法律轉讓	法律語境，常見 assignment of copyright；轉讓文件也可稱 an assignment。	The agreement permits the assignment of rights to a third party.	協議允許將權利轉讓給第三人。
assimilate	verb	verb	to absorb and understand information or ideas	吸收並理解資訊或觀念	常接 information、knowledge 或 new ideas；強調納入既有理解。	New employees need time to assimilate the training material.	新員工需要時間吸收訓練教材。
assimilate	verb_culture	verb	to become, or make someone become, integrated into a group or culture	融入；使同化	常用 assimilate into a society；語境可能涉及自願融入，也可能涉及被迫失去文化特色。	The study examines how newcomers assimilate into the community.	這項研究探討新來者如何融入社區。
assimilate	verb_biology	verb	to absorb nutrients and incorporate them into living tissue	吸收養分並同化為身體組織	生物學中的同化不只是物理上的吸收，還包括將養分納入生物體。	Plants assimilate nitrogen into organic compounds.	植物將氮同化為有機化合物。
assimilate	verb_sound	verb	to make a speech sound more similar to a neighboring sound	使語音受鄰近音影響而同化	語音學用語，常用 assimilate to；例如子音因後接音而改變發音部位。	In rapid speech, a nasal may assimilate to the following consonant.	快速說話時，鼻音可能同化為接近後方子音的發音。
assist	noun	noun	a play that helps a teammate score	運動比賽中的助攻	可數名詞，常見 record an assist 或 lead the team in assists；規則依運動項目而異。	She scored twice and recorded three assists.	她得分兩次，並有三次助攻。
assist	verb	verb	to help someone do something	協助；幫助	常用 assist someone with something 或 assist in doing something；也可用 assist someone to do。	A volunteer assisted us with the registration forms.	一位志工協助我們填寫報名表。
assistance	noun	noun	help given to someone	協助；援助	不可數名詞，常見 financial assistance 或 ask for assistance；不說 an assistance。	Please contact the desk if you need assistance.	如果需要協助，請聯絡服務台。
assistant	noun	noun	a person who helps another person with their work	助理；助手	可數名詞，常見 research assistant 或 teaching assistant；教學情境中後者譯為助教。	The research assistant organized the interview transcripts.	研究助理整理了訪談逐字稿。
assure	verb	verb	to tell someone confidently that something is true or will happen	向某人保證；使確信	通常需要人的受詞：assure someone that，或 assure someone of something；ensure 著重確保結果。	I assure you that your application will be considered fairly.	我向你保證，你的申請會受到公平審查。
asteroid	noun	noun	a small rocky or metallic body orbiting the Sun	小行星	可數名詞；許多位於火星與木星間的小行星帶，但並非全部都在那裡。	The spacecraft collected a sample from an asteroid.	太空船從一顆小行星採集了樣本。
asteroid	adjective	adjective	shaped like a star	星狀的	罕見的形容詞義，一般更常用 star-shaped；不可把天文學名詞義與此形狀義混在一起。	The specimen had an asteroid outline.	這個標本具有星狀輪廓。
astound	verb	verb	to surprise someone very greatly	使大為驚訝	及物動詞，常用 be astounded by；可因好事或壞事驚訝，不必然是恐懼。	The speed of her recovery astounded the doctors.	她恢復得如此迅速，讓醫師們大為驚訝。
astronomer	noun	noun	a scientist who studies celestial objects and the universe	天文學家	可數名詞；不要與 astrologer「占星師」混淆。	Astronomers detected a planet orbiting a distant star.	天文學家偵測到一顆繞著遙遠恆星運行的行星。
astronomy	noun	noun	the scientific study of celestial objects and the universe	天文學	學科名稱不可數；與 astrology「占星術」不同。	Modern astronomy relies on observations across many wavelengths.	現代天文學仰賴多種波長的觀測。
astute	adjective	adjective	quick to understand a situation and make sound practical judgments	精明的；判斷敏銳的	常見 an astute observer 或 an astute decision；不必然含狡猾的負面意思。	Her astute questions exposed a flaw in the plan.	她敏銳的提問揭露了計畫中的缺陷。
asylum	noun	noun	protection granted to someone escaping persecution or serious danger	庇護	此義不可數，常用 seek asylum 或 grant asylum；具體資格依法律制度而定。	The family applied for asylum after fleeing persecution.	這家人在逃離迫害後申請庇護。
asylum	noun_institution	noun	an institution historically used to house people with mental illness or other care needs	舊時收容精神疾病患者等人的機構	歷史用語，現代醫療通常使用 psychiatric hospital 等更精確名稱。	The former asylum is now a history museum.	昔日的精神病收容機構如今成了歷史博物館。
athlete	noun	noun	a person trained or skilled in sports or physical competition	運動員	可數名詞；可指職業或業餘選手，不限田徑項目。	The athlete returned to competition after recovering from injury.	這位運動員傷癒後重返賽場。
