lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
interviewer	noun	noun	a person who conducts an interview	採訪者；面試官	常見於新聞或求職語境，如 the interviewer asked several questions。	The interviewer asked her about her previous work experience.	面試官問了她過去的工作經歷。
intimacy	noun	noun	close familiarity or friendship; closeness in a relationship	親密；親密關係	常見 emotional intimacy（情感上的親密），語氣正面，強調人際或情感上的緊密連結。	Years of friendship had built a deep sense of intimacy between them.	多年的友誼在他們之間建立了深厚的親密感。
intimidate	verb	verb	to frighten someone, especially in order to make them do what one wants	恐嚇；威嚇；使膽怯	常用被動語態 be intimidated by，如 be intimidated by someone's confidence，語氣帶負面意味。	The bully tried to intimidate the younger students.	那個惡霸試圖恐嚇年紀較小的學生。
intractable	adjective	adjective	hard to control or deal with; difficult to solve	難以處理的；棘手的	常修飾 problem、conflict，如 an intractable dispute，語氣正式，強調長期無法解決的困難。	Poverty remains an intractable problem in many parts of the world.	貧窮在世界許多地方仍然是一個棘手的問題。
intransigent	adjective	adjective	unwilling to change one's views or agree about something	不妥協的；固執己見的	常修飾人的態度，如 an intransigent attitude，語氣正式且帶負面意味，強調拒絕讓步。	The union leader remained intransigent during the negotiations.	這位工會領袖在談判過程中始終不肯讓步。
intrepid	adjective	adjective	fearless and adventurous, especially in facing danger	勇敢無畏的；大膽的	常修飾 explorer、traveler，如 an intrepid explorer，語氣正面，帶英勇冒險的色彩。	The intrepid explorer trekked across the frozen tundra alone.	這位勇敢無畏的探險家獨自穿越了冰凍的凍原。
intrude	verb	verb	to enter or become involved in a place or situation without permission or invitation	闖入；侵擾；打擾	常接 on/into，如 intrude on someone's privacy（侵犯某人的隱私）。	I don't want to intrude on your family time.	我不想打擾你們的家庭時光。
inundate	verb	verb	to overwhelm someone with things or people to deal with, or to flood a place with water	使應接不暇；淹沒	常用被動語態 be inundated with，如 be inundated with requests（被大量請求淹沒），比喻用法比字面淹水更常見。	The customer service team was inundated with complaints after the outage.	停機事件後，客服團隊被大量投訴淹沒。
invade	verb	verb	to enter a country or territory using military force in order to take control of it, or to intrude on someone's privacy	入侵；侵犯（隱私）	軍事語境常見 invade a country；也可比喻性地指侵犯隱私，如 invade someone's privacy。	Enemy forces invaded the neighboring country at dawn.	敵軍在黎明時分入侵了鄰國。
invaluable	adjective	adjective	extremely useful; indispensable	非常寶貴的；無價的	注意此詞為正面詞彙，不同於字面「無價值」，常見 invaluable advice（極為寶貴的建議）。	Her mentorship proved invaluable to my career.	她的指導對我的職涯發展極為寶貴。
invariably	adverb	adverb	in every case or on every occasion; always	總是；一貫地	常見於描述固定不變的模式，如 invariably late（總是遲到），語氣正式書面。	He invariably arrives ten minutes early for every meeting.	他每次開會總是提早十分鐘到。
invasion	noun	noun	an act of invading a country or region with an armed force, or an intrusion into a person's privacy or affairs	入侵；侵犯（隱私）	軍事語境常見 a military invasion；也可比喻性地指隱私被侵犯，如 an invasion of privacy。	The country suffered a devastating invasion during the war.	這個國家在戰爭期間遭受了毀滅性的入侵。
inventory	noun	noun	a complete list of goods or items in stock, or the items themselves	庫存清單；存貨	常見 take inventory（盤點庫存）；商業用語，常見於零售或倉儲管理語境。	The store manager conducted a full inventory before the holiday sale.	店經理在假期促銷前進行了完整的庫存盤點。
inventory	verb	verb	to make a complete list of goods or items	盤點；列清單	及物動詞，較少見用法，多見於商業或倉儲語境。	Staff spent the weekend inventorying the warehouse stock.	員工花了整個週末盤點倉庫的存貨。
inverse	adjective	adjective	opposite in effect, order, or direction	相反的；逆向的	常見 an inverse relationship（反向關係，即一者增加另一者減少），數學或科學語境常用。	There is an inverse relationship between price and demand.	價格與需求之間存在反向關係。
inverse	noun	noun	something that is the opposite or reverse of another thing	相反的事物；逆命題	數學用語，常見 the inverse of a function（函數的反函數），也可泛指某事的相反面。	The inverse of the statement is not necessarily true.	這個陳述的逆命題不一定成立。
investigate	verb	verb	to carry out a systematic inquiry to discover and examine the facts of a situation	調查；研究	常接名詞受詞，如 investigate a crime（調查一起犯罪案件），語氣正式。	Police are investigating the cause of the fire.	警方正在調查這起火災的起因。
invisible	adjective	adjective	unable to be seen	看不見的；隱形的	常見 invisible to the naked eye（肉眼看不見的），比喻用法如 an invisible barrier（無形的障礙）。	Some bacteria are invisible to the naked eye.	有些細菌是肉眼看不見的。
invoke	verb	verb	to cite or appeal to something as an authority for an action, or to call upon a higher power in prayer	援引；訴諸（權威、法律）；祈求（神靈）	常見 invoke a law（援引一項法律）；也可指請求神靈庇佑，語氣書面正式。	The lawyer invoked a precedent from a similar case.	律師援引了一起類似案件的判例。
involuntary	adjective	adjective	done without conscious control; not deliberate	非自願的；不由自主的	常見 an involuntary movement（不由自主的動作），醫學或法律語境也常用，與 voluntary（自願的）相對。	The sudden noise caused an involuntary jump.	那聲突如其來的巨響讓他不由自主地跳了起來。
irascible	adjective	adjective	easily made angry; hot-tempered	易怒的；脾氣暴躁的	常修飾人物性格，如 an irascible old man，語氣書面，強調容易發怒的個性。	The irascible chef was known for shouting at his staff.	這位脾氣暴躁的主廚以對員工大吼大叫聞名。
ironic	adjective	adjective	using or characterized by irony; happening in a way that is contrary to what is expected, often amusingly	諷刺的；具有反諷意味的	常見 it's ironic that...（諷刺的是……），描述結果與預期相反的情況。	It's ironic that the fire station itself caught fire.	諷刺的是，消防局自己竟然發生了火災。
irony	noun	noun	a situation or use of language that expresses something contrary to what is expected or literally meant	反諷；諷刺（意味）	常見 the irony of the situation（這個情況的諷刺之處），文學上也指語言使用中的反話。	The irony of the situation was not lost on anyone.	這個情況的諷刺意味，大家都心知肚明。
irrelevant	adjective	adjective	not connected with or relevant to a particular matter	不相關的；離題的	常接 to，如 irrelevant to the discussion（與討論無關），與 relevant（相關的）相對。	Her comment was completely irrelevant to the topic being discussed.	她的評論與正在討論的主題完全無關。
irrigation	noun	noun	the supply of water to land or crops to help growth, typically by means of channels	灌溉	農業用語，常見 irrigation system（灌溉系統），描述人工引水灌溉農作物的方式。	The farm relies on an efficient irrigation system to grow crops in the dry season.	這座農場依靠有效的灌溉系統，在旱季種植農作物。
isolate	verb	verb	to separate someone or something from others, or to identify a substance in its pure form	使隔離；孤立；（化學上）分離出（純物質）	常見 isolate a patient（隔離病人）；科學語境指分離出某成分，如 isolate a virus。	The hospital isolated the patient to prevent the spread of infection.	醫院隔離了這名病患，以防止感染擴散。
isolation	noun	noun	the state of being separated from others; the process of isolating something	隔離；孤立（狀態）	常見 social isolation（社交孤立）、in isolation（單獨、孤立地），語氣中性偏負面。	Prolonged isolation can negatively affect mental health.	長期的孤立會對心理健康產生負面影響。
isotope	noun	noun	one of two or more forms of the same element with the same number of protons but a different number of neutrons	同位素	化學或物理學專業用語，常見 radioactive isotope（放射性同位素）。	Carbon-14 is a radioactive isotope used in dating ancient artifacts.	碳十四是一種用於測定古代文物年代的放射性同位素。
ivory	noun	noun	the hard white substance forming the tusks of elephants and other animals, or a creamy white color	象牙；象牙白色	常見 ivory carving（象牙雕刻）；因保育議題，象牙貿易已受到嚴格管制。	The illegal trade of ivory has threatened elephant populations worldwide.	非法象牙貿易已對全球大象族群構成威脅。
jade	noun	noun	a hard, typically green stone used for ornaments and jewelry	玉；翡翠	常見於中華文化脈絡，如 jade jewelry（玉飾）、a jade pendant（玉墜）。	She wore a beautiful jade bracelet passed down from her grandmother.	她戴著一只從祖母那裡傳下來的美麗玉鐲。
jade	adjective	adjective	having the color of jade, a shade of green	玉綠色的；翡翠綠的	常修飾顏色描述，如 jade green eyes（玉綠色的眼睛），較少單獨使用，多與 green 連用。	The lake shimmered a deep jade green under the sunlight.	陽光下，這座湖泊閃耀著深邃的玉綠色。
jagged	adjective	adjective	having an uneven, sharply pointed surface or edge	鋸齒狀的；參差不齊的	常修飾 edge、rock，如 jagged rocks（嶙峋的岩石），描述表面不平整銳利的特徵。	The jagged cliffs made the coastline look dramatic.	嶙峋的懸崖讓這片海岸線看起來壯麗磅礡。
jazz	noun	noun	a type of music of African American origin characterized by improvisation and syncopated rhythms	爵士樂	音樂類型用語，常見 jazz music、a jazz band，起源於美國，帶有即興演奏的特色。	They spent the evening listening to live jazz at a small club.	他們在一家小酒館度過了聆聽現場爵士樂的夜晚。
jazz	verb	verb	to make something more exciting or lively, usually followed by "up"	使更生動有趣（常與 up 連用）	口語用法，常見 jazz up a room（讓房間更有活力），語氣輕鬆隨意。	They jazzed up the plain cake with colorful sprinkles.	他們用彩色糖粒讓這個樸素的蛋糕變得更繽紛有趣。
jealous	adjective	adjective	feeling resentful envy of someone's achievements or advantages, or fearful of losing one's partner's affection	嫉妒的；吃醋的	常接 of，如 jealous of her success（嫉妒她的成就）；情感語境也可指對伴侶感到吃醋。	He felt jealous when his friend got the promotion instead of him.	朋友得到了升遷而不是他，讓他感到嫉妒。
jeer	noun	noun	a rude or mocking remark or shout	嘲笑聲；奚落	常見於群眾對表演者或運動員的噓聲，如 jeers from the crowd。	The comedian was met with jeers from the unhappy audience.	這位喜劇演員受到了不滿觀眾的嘲笑聲。
jeer	verb	verb	to shout mocking or derisive remarks at someone	嘲笑；奚落；喝倒采	常接 at，如 jeer at the referee（對裁判喝倒采），語氣負面，強調公開的嘲弄。	The crowd jeered at the referee's controversial decision.	群眾對裁判有爭議的判決發出了噓聲。
jerk	noun	noun	a quick, sharp movement, or (informally) a stupid or contemptible person	急拉；猛然一動；（口語）討厭的傢伙	常見 with a jerk（猛然一下）；口語 he's such a jerk 表示某人很討人厭，需留意使用場合。	The car came to a stop with a sudden jerk.	這輛車猛然一震停了下來。
jewel	noun	noun	a precious stone, especially a cut and polished one used for decoration	寶石；珠寶	常見 a jewel box（珠寶盒）；比喻用法如 the jewel of the collection（收藏品中的珍品）。	The crown was decorated with dozens of precious jewels.	這頂皇冠上鑲嵌著數十顆珍貴的寶石。
jewelry	noun	noun	personal ornaments made from precious metals or stones, such as rings, necklaces, and bracelets	珠寶；首飾	美式拼法，英式為 jewellery；常見 costume jewelry（人造首飾）與 fine jewelry（貴重珠寶）之分。	She inherited a collection of antique jewelry from her grandmother.	她從祖母那裡繼承了一批古董珠寶。
jockey	noun	noun	a professional rider in horse races	（職業）騎師	運動用語，特指專業賽馬騎師，常見於賽馬相關語境。	The young jockey rode to victory in his first professional race.	這位年輕的騎師在首場職業比賽中贏得了勝利。
jockey	verb	verb	to maneuver or manipulate skillfully, often to gain an advantage over rivals	（為爭取優勢而）巧妙運作；競逐	常見固定片語 jockey for position（爭奪有利位置），比喻用法常見於商業或政治語境。	The candidates jockeyed for position ahead of the debate.	候選人在辯論前爭相搶佔有利位置。
journal	noun	noun	a periodical publication, especially a scholarly one, or a personal diary	期刊；日誌；日記	常見 an academic journal（學術期刊）；也可指個人書寫的日記本，如 keep a journal。	She has kept a journal since she was a teenager.	她從青少年時期就開始寫日記。
journalism	noun	noun	the activity or profession of writing for newspapers, magazines, or news websites, or preparing news to be broadcast	新聞業；新聞寫作	常見 investigative journalism（調查性新聞報導），泛指從事新聞蒐集與撰寫的專業領域。	She studied journalism at university before working for a major newspaper.	她在大學主修新聞學，之後進入一家大報社工作。
journalist	noun	noun	a person who writes for newspapers, magazines, or news websites, or prepares news to be broadcast	記者	常見 a freelance journalist（自由記者）、an investigative journalist（調查記者）。	The journalist interviewed several witnesses at the scene.	這名記者在現場採訪了好幾位目擊者。
judgement	noun	noun	the ability to make considered decisions, or a formal decision made by a court	判斷（力）；（法院的）判決	英式拼法，美式常用 judgment；常見 use good judgement（做出明智的判斷）、a court judgement。	The judge delivered his judgement after a lengthy trial.	法官在經過漫長審判後做出了判決。
judicial	adjective	adjective	relating to a court of law, judgment, or the administration of justice	司法的；審判的	常見 the judicial system（司法體系）、judicial review（司法審查），語氣正式，屬法律專業用語。	The case will now proceed through the judicial system.	這起案件現在將進入司法體系審理。
judicious	adjective	adjective	having, showing, or done with good judgment or sense; sensible and wise	明智的；審慎的	常修飾決策或選擇，如 a judicious decision（明智的決定），語氣正面，強調深思熟慮後的合理判斷。	The company made a judicious choice by investing in employee training.	這家公司投資員工培訓，是一個明智的選擇。
jumble	verb	verb	to mix things together in a confused or disorganized way	使雜亂混雜；使混亂	常見被動語態 be jumbled together，如 the papers were jumbled on the desk（文件在桌上亂七八糟地堆著）。	Her thoughts were jumbled after the long, stressful day.	經過漫長又緊張的一天，她的思緒變得混亂不堪。
jumble	noun	noun	a confused mixture of things	雜亂的一堆；混雜物	常見 a jumble of wires（雜亂纏繞的電線），也可比喻思緒或情緒的混亂。	The drawer was full of a jumble of old keys and coins.	抽屜裡裝滿了一堆雜亂的舊鑰匙和硬幣。
junction	noun	noun	a point where two or more things, especially roads or railway lines, join or meet	交叉點；交會處；（公路或鐵路的）交流道	常見 a road junction（道路交會處）；英式英語常見於高速公路出口編號，如 Junction 5。	Turn left at the next junction to reach the highway.	在下一個交會處左轉即可抵達高速公路。
jungle	noun	noun	a dense tropical forest with abundant vegetation, or (figuratively) a chaotic or ruthlessly competitive environment	叢林；（比喻）弱肉強食的環境	常見 the Amazon jungle（亞馬遜叢林）；比喻用法如 concrete jungle（水泥叢林，指擁擠的城市）、a corporate jungle。	The explorers ventured deep into the dense jungle.	探險家們深入這片茂密的叢林。
junk	noun	noun	old or discarded items regarded as useless or of little value	廢棄物；垃圾；沒用的東西	口語常用，如 clean out the junk in the garage（清理車庫裡的雜物）；junk food 指垃圾食物。	The garage was full of old junk that needed to be thrown away.	車庫裡堆滿了需要丟掉的舊雜物。
jurisdiction	noun	noun	the official power to make legal decisions or judgments, or the geographic area within which such authority applies	司法管轄權；管轄範圍	常見 fall under the jurisdiction of（屬於……的管轄範圍），法律用語，正式且精確。	The case falls outside the court's jurisdiction.	這起案件不在該法院的管轄範圍內。
jurisprudence	noun	noun	the theory or philosophy of law	法理學；法學理論	學術用語，常見 the study of jurisprudence（法理學研究），日常口語極少使用。	He wrote his dissertation on the jurisprudence of human rights.	他的論文寫的是人權法理學。
jury	noun	noun	a group of people sworn to give a verdict in a legal case, or a panel that judges a competition	陪審團；（比賽的）評審團	法律語境常見 the jury reached a verdict（陪審團做出裁決）；也可指比賽評審，如 a panel of judges/jury。	The jury deliberated for three days before reaching a verdict.	陪審團經過三天的審議後做出了裁決。
justifiable	adjective	adjective	able to be shown to be right or reasonable	有正當理由的；可辯護的	常見 justifiable force（有正當理由使用的武力），法律或倫理語境常用，強調行為合理有據。	Self-defense is generally considered a justifiable use of force.	正當防衛通常被視為合理使用武力的正當理由。
justification	noun	noun	a good reason or explanation for an action or belief	正當理由；辯解	常見 without justification（毫無正當理由地）、in justification of（為……辯護）。	He offered no justification for his sudden resignation.	他對自己突然的辭職沒有提出任何合理的解釋。
justify	verb	verb	to show or prove that something is right, reasonable, or necessary	證明……是正當的；為……辯護	常接名詞或子句，如 justify a decision（為決定辯護），語氣正式。	She struggled to justify the high cost of the renovation.	她很難證明這次翻修的高昂費用是合理的。
juvenile	adjective	adjective	relating to young people, or (of behavior) childish and immature	少年的；未成年的；幼稚的	常見 juvenile delinquency（青少年犯罪）；也可形容成年人幼稚的行為，如 juvenile behavior。	The court handles cases of juvenile delinquency separately.	法院會分開處理青少年犯罪案件。
juvenile	noun	noun	a young person, especially one who is not yet legally an adult	未成年人；少年	法律用語，常見 tried as a juvenile（以未成年人身分受審），與 adult 相對。	The suspect, a juvenile, was tried in a separate court.	這名嫌疑人因是未成年人，在另一個法庭受審。
keen	adjective	adjective	having or showing eagerness or enthusiasm, or (of the senses) sharp and perceptive	熱切的；渴望的；（感官）敏銳的	常接 on，如 keen on the idea（很喜歡這個點子）；也可形容感官敏銳，如 keen eyesight。	She is keen on learning new languages.	她很熱衷於學習新的語言。
keen	noun	noun	a loud wailing cry expressing grief, especially at a funeral	哀悼的哭嚎聲（尤指葬禮上）	此用法源自愛爾蘭傳統喪禮習俗，日常口語罕見，多見於文學或民俗文化描述。	The mourners let out a keen as the coffin was lowered.	棺木下葬時，哀悼者發出了悲嚎聲。
kettle	noun	noun	a container with a spout, used for boiling water	水壺；茶壺	常見 an electric kettle（電熱水壺），日常生活用品，常見於廚房脈絡。	She put the kettle on to make a cup of tea.	她把水壺放上去燒水泡茶。
kidney	noun	noun	either of a pair of organs in the body that filter waste from the blood and produce urine	腎臟	醫學用語，常見 kidney failure（腎衰竭）、kidney stones（腎結石）。	He was diagnosed with a kidney stone after severe back pain.	他因劇烈背痛而被診斷出患有腎結石。
kindergarten	noun	noun	a school or class for young children, typically between ages four and six	幼兒園；幼稚園	常見 start kindergarten（開始上幼兒園），教育體系中通常是小學前的階段。	Her daughter will start kindergarten in the fall.	她女兒秋天將開始上幼兒園。
kinetic	adjective	adjective	relating to or resulting from motion	運動的；動能的	物理學用語，常見 kinetic energy（動能），與 potential energy（位能）相對。	The roller coaster converts potential energy into kinetic energy as it descends.	雲霄飛車下降時會將位能轉換成動能。
kingdom	noun	noun	a country or territory ruled by a king or queen, or a realm or domain	王國；（比喻的）領域	常見 the animal kingdom（動物界），比喻用法非常常見，指某個特定的範疇或分類系統。	Lions are often called the kings of the animal kingdom.	獅子常被稱為動物界之王。
knead	verb	verb	to work dough or clay with the hands by pressing and folding it	揉（麵團或黏土）	烹飪或工藝用語，常見 knead the dough（揉麵團），描述反覆按壓摺疊的動作。	She kneaded the dough for ten minutes before letting it rise.	她揉了十分鐘的麵團，然後讓它發酵。
knot	noun	noun	a fastening made by looping and tying a piece of string or rope, or a unit of speed for ships	（繩子的）結；（船速單位）節	常見 tie a knot（打結）；航海用語中 knot 也指船速單位，如 the ship traveled at 20 knots。	He tied a tight knot to secure the rope.	他打了個緊實的結來固定這條繩子。
label	noun	noun	a piece of paper, fabric, or other material attached to an object to give information about it	標籤	常見 a warning label（警告標籤）、a price label（價格標籤）；也可指音樂唱片公司，如 a record label。	Always read the label before taking any medication.	服用任何藥物前，務必先閱讀標籤上的說明。
lace	noun	noun	a delicate fabric made with open patterns of thread, or a cord used to fasten shoes	蕾絲；花邊；鞋帶	常見 lace curtains（蕾絲窗簾）；也指鞋帶，如 tie your shoelaces。	The wedding dress was trimmed with delicate lace.	這件婚紗以精緻的蕾絲花邊點綴。
lace	verb	verb	to fasten something with laces, or to add a small amount of alcohol or another substance to a drink	用帶子繫緊；在飲料中摻入（酒或藥物）	常見 lace up shoes（繫緊鞋帶）；也可指偷偷在飲料中摻入東西，如 lace a drink with alcohol，帶負面意味。	He laced up his boots before heading out into the snow.	他繫緊靴子上的鞋帶，準備出門走進雪地。
laconic	adjective	adjective	using very few words; terse or concise	簡潔的；言簡意賅的	常修飾說話方式，如 a laconic reply（簡短的回答），語氣書面正式，強調惜字如金的風格。	His laconic response gave little away about his true feelings.	他簡潔的回應幾乎沒有透露出他真正的感受。
laity	noun	noun	ordinary members of a religious organization, as distinct from its clergy	（宗教中的）平信徒；非神職人員	宗教語境常見詞彙，與 clergy（神職人員）相對，日常口語極少使用。	The reforms gave the laity a greater role in church decisions.	這些改革讓平信徒在教會決策中擁有更大的角色。
lance	verb	verb	to pierce or cut open, especially a boil or abscess, with a sharp instrument	（用尖銳器具）刺穿；切開（膿腫）	醫學用語，常見 lance a boil（切開膿包），語氣中性技術性。	The doctor lanced the infected wound to drain the pus.	醫生切開了這個感染的傷口，把膿液引流出來。
landmark	noun	noun	a recognizable feature of a landscape or town, or an event marking an important stage of development	地標；里程碑（事件）	常見 a famous landmark（著名地標）；比喻用法如 a landmark decision（具有里程碑意義的決定）。	The Eiffel Tower is one of the most famous landmarks in the world.	艾菲爾鐵塔是世界上最著名的地標之一。
landscape	noun	noun	a large area of countryside, especially in terms of its visual appearance, or an overview of a situation or field	風景；地貌；（產業或情勢的）全貌	常見 a beautiful landscape（美麗的風景）；比喻用法如 the political landscape（政治局勢）。	The article discusses the changing landscape of the tech industry.	這篇文章討論了科技產業不斷變化的全貌。
languid	adjective	adjective	displaying or having a disinclination for physical exertion or effort; slow and relaxed	慵懶的；無精打采的	常修飾 mood、movement 等，如 a languid afternoon（慵懶的午後），語氣中性偏文學。	They spent a languid afternoon reading by the pool.	他們在泳池邊度過了一個慵懶的午後閱讀時光。
lapse	noun	noun	a brief or temporary failure of memory, judgment, or a standard, or a period of time that passes	（記憶或判斷的）短暫失誤；（時間的）流逝；（合約等的）失效	常見 a lapse in judgment（一時的判斷失誤）；也可指保單或合約的過期失效。	He apologized for the momentary lapse in judgment.	他為那一時的判斷失誤道了歉。
lapse	verb	verb	to fail to maintain a standard or condition, especially gradually, or (of a contract or right) to become invalid due to disuse	（逐漸）失效；（合約等）過期作廢	常見 lapse into silence（陷入沉默）；也指保單、會員資格等因未續約而失效。	Her gym membership lapsed after she stopped paying the monthly fee.	她停止繳交月費後，健身房會員資格就失效了。
laser	noun	noun	a device that produces an intense, focused beam of light	雷射	科技或醫療用語，常見 laser surgery（雷射手術）、laser printer（雷射印表機）。	The surgeon used a laser to perform the delicate eye operation.	外科醫生用雷射進行了這項精細的眼科手術。
lash	noun	noun	an eyelash, or a stroke with a whip	睫毛；鞭打	常見 false lashes（假睫毛）；也可指鞭刑的一擊，如 receive ten lashes。	She applied mascara to make her lashes look longer.	她塗了睫毛膏，讓睫毛看起來更長。
lash	verb	verb	to hit forcefully with a whip or similar object, or to fasten something tightly with rope	鞭打；用繩索緊緊捆綁	常見 lash something to a mast（把某物綁在桅杆上）；比喻用法如 lash out（突然發怒或攻擊）。	The sailors lashed the cargo to the deck before the storm hit.	水手們在暴風雨來襲前把貨物綁在甲板上。
latch	noun	noun	a device for holding a door or gate closed, typically operated by a bar and lever	門閂；鎖扣	常見 lift the latch（掀開門閂），描述簡單的門窗鎖具結構。	She lifted the latch and pushed the gate open.	她掀開門閂，推開了大門。
latch	verb	verb	to fasten something with a latch, or (informally) to become firmly attached to an idea or person	用門閂扣上；（口語）緊緊依附（想法或人）	常見固定片語 latch on to（緊抓住、依附），口語用法比字面「扣上門閂」更常見。	The child latched on to the new idea immediately.	這個孩子立刻就緊緊抓住了這個新想法。
lately	adverb	adverb	in the recent past; recently	最近；近來	常見 have you been well lately?（你最近好嗎？），常與現在完成式連用。	I haven't seen much of her lately.	我最近不太常見到她。
laud	verb	verb	to praise someone or something highly	讚揚；頌揚	語氣正式書面，常用被動語態 be lauded for，強調公開高度的讚美，比 praise 更正式。	The scientist was lauded for her groundbreaking research.	這位科學家因其開創性的研究而備受讚揚。
laudable	adjective	adjective	deserving praise and commendation	值得讚揚的；值得稱道的	常修飾 effort、goal 等，如 a laudable effort（值得讚揚的努力），語氣正式且正面。	Her laudable efforts to help the homeless earned widespread admiration.	她為協助遊民所做的值得讚揚的努力，贏得了廣泛的敬佩。
laundry	noun	noun	clothes and linens that need to be washed, or the place where washing is done	待洗（或洗好）的衣物；洗衣店	常見 do the laundry（洗衣服）、a laundry basket（洗衣籃）。	She spent Sunday morning doing the laundry.	她週日早上都在洗衣服。
lavish	adjective	adjective	sumptuously rich, elaborate, or luxurious	奢華的；豐盛的	常見 a lavish party（奢華的派對）、lavish praise（過度的讚美）。	They threw a lavish wedding with hundreds of guests.	他們舉辦了一場有數百位賓客的奢華婚禮。
lavish	verb	verb	to give something in generous or extravagant amounts	大方給予；揮霍地給予	常接 on，如 lavish attention on someone（對某人傾注大量關注）。	Grandparents often lavish gifts on their grandchildren.	祖父母經常大方地送禮物給孫子女。
lawn	noun	noun	an area of ground covered with grass, kept mowed short	草坪	常見 mow the lawn（修剪草坪），日常生活用語，多見於庭院或公園描述。	He spends every Saturday mowing the lawn.	他每個星期六都在修剪草坪。
lawsuit	noun	noun	a legal action brought by one party against another in a court of law	訴訟；官司	法律用語，常見 file a lawsuit（提起訴訟），日常口語也常簡稱 sue someone。	The company filed a lawsuit against its former business partner.	這家公司對前生意夥伴提起了訴訟。
layer	noun	noun	a sheet, quantity, or thickness of material covering a surface, or one level of a structure or process	層；一層	常見 a layer of dust（一層灰塵）、multiple layers of security（多層安全措施）。	The cake had three layers of chocolate sponge.	這個蛋糕有三層巧克力海綿蛋糕。
layout	noun	noun	the way in which the parts of something are arranged or set out	布局；版面設計	常見 the layout of a room（房間的布局）、page layout（頁面版面），設計或建築語境常用。	The magazine's new layout makes it easier to read.	這本雜誌的新版面設計讓閱讀更方便。
leaflet	noun	noun	a printed sheet of paper, often folded, giving information or advertising something	傳單；宣傳單	常見 hand out leaflets（發放傳單），常用於宣傳或說明用途。	Volunteers distributed leaflets about the upcoming event.	志工們發放了關於即將到來的活動的傳單。
leak	noun	noun	a hole or crack that allows liquid or gas to escape, or an unauthorized disclosure of secret information	漏洞；洩漏（機密資訊）	常見 a gas leak（瓦斯外洩）；比喻用法如 a security leak（安全機密外洩）。	The plumber quickly fixed the leak under the sink.	水管工很快修好了水槽下方的漏水。
lean	adjective	adjective	thin and healthy-looking, without excess fat, or (of an organization) efficient with minimal waste	精瘦的；（組織）精簡高效的	常見 lean meat（瘦肉）；商業語境也指 lean management（精實管理），強調效率與少浪費。	Athletes often maintain a lean physique through strict diet and training.	運動員通常透過嚴格的飲食和訓練來維持精瘦的體格。
lean	verb	verb	to be in or move into a sloping position; to rely on or incline toward something	傾斜；倚靠；傾向於（某觀點）	常接 against/on，如 lean against the wall（靠著牆）；比喻用法如 lean toward a decision（傾向某個決定）。	She leaned against the doorframe while waiting for the bus.	她靠在門框上等公車。
leap	noun	noun	a big jump, or a sudden and significant change or increase	跳躍；（重大的）躍進	常見 a leap of faith（憑信念的躍進）；也可指數量或程度的顯著提升，如 a leap in sales。	Sales made a huge leap after the new product launch.	新產品上市後，銷售額有了巨大的躍進。
leap	verb	verb	to jump a long way, to a great height, or with great force	跳躍；躍過	常接 over，如 leap over a fence；比喻用法如 leap to conclusions（妄下結論）。	The cat leaped over the fence in one smooth motion.	那隻貓一個流暢的動作就跳過了圍籬。
lease	noun	noun	a contract by which one party conveys property to another for a specified time, usually for rent	租約；租賃契約	常見 sign a lease（簽訂租約），法律或商業語境常用，指明確期限的租賃合約。	They signed a two-year lease on the apartment.	他們簽了這間公寓兩年的租約。
lease	verb	verb	to grant or take property, especially land or a building, on lease	出租；租賃	及物動詞，常接 property 作受詞，如 lease an office space（租用一間辦公室）。	The company decided to lease office space downtown.	這家公司決定在市中心租用辦公空間。
leather	noun	noun	material made from the skin of an animal, used for clothing, furniture, or other items	皮革	常見 leather jacket（皮夾克）、genuine leather（真皮），常見於服飾或家具語境。	He bought a stylish leather jacket for the winter.	他為冬天買了一件時髦的皮夾克。
leather	verb	verb	to cover or line something with leather	用皮革覆蓋（或包覆）	較少見用法，多見於家具或裝訂工藝相關描述。	The craftsman leathered the chair seats by hand.	這位工匠用手工為椅座包上了皮革。
legacy	noun	noun	something handed down from a predecessor, or money or property left to someone in a will	（前人留下的）遺產；影響；（遺囑中的）遺贈	常見 leave a lasting legacy（留下持久的影響），比字面遺產更常見比喻用法。	His research left a lasting legacy in the field of medicine.	他的研究在醫學領域留下了持久的影響。
legend	noun	noun	a traditional story regarded as historical but not verified, or a person who is very famous and admired	傳說；傳奇（人物）	常見 an urban legend（都市傳說）；也可指備受推崇的名人，如 a sports legend（體育傳奇人物）。	He is considered a legend in the world of jazz music.	他被視為爵士樂界的傳奇人物。
legendary	adjective	adjective	described in legends, or extremely famous and admired	傳說中的；傳奇性的；極負盛名的	常見 a legendary musician（傳奇音樂家），語氣正面，強調享有盛名且備受推崇。	The restaurant is legendary for its spicy noodles.	這家餐廳以辣麵聞名遐邇。
legislature	noun	noun	the branch of government responsible for making laws	立法機構；立法部門	政治學用語，常見 state legislature（州立法機構），與行政、司法部門並列討論。	The state legislature passed a new education bill.	州立法機構通過了一項新的教育法案。
leisure	noun	noun	free time available for relaxation or activities of one's own choosing	休閒；空閒時間	常見 leisure activities（休閒活動）、at your leisure（有空時、不趕時間地）。	She enjoys reading and gardening in her leisure time.	她喜歡在休閒時間閱讀和從事園藝。
