lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
embroider	verb	verb	to decorate fabric with needlework designs, or to add exaggerated details to a story	刺繡；（為故事）誇大渲染	字面指縫紉裝飾布料，比喻用法類似 embellish，指誇大敘述以使故事更精彩。	She embroidered a floral pattern onto the pillowcase.	她在枕頭套上繡了花卉圖案。	[{"text":"embroider a pattern","meaningZh":"刺繡圖案"},{"text":"embroider the truth","meaningZh":"為事實添油加醋"}]
embroil	verb	verb	to involve someone deeply in a conflict, argument, or difficult situation	使捲入（糾紛、爭端）	常見被動語態 be embroiled in，如 embroiled in a scandal/lawsuit，強調深陷難以脫身的複雜狀況。	The company became embroiled in a lengthy legal dispute.	這家公司捲入了一場曠日費時的法律糾紛。	[{"text":"be embroiled in a dispute","meaningZh":"捲入爭端"},{"text":"embroil someone in controversy","meaningZh":"使某人捲入爭議"}]
embryo	noun	noun	an unborn or unhatched offspring in the early stages of development	胚胎	醫學與生物學用語，常見 embryo development，也可比喻用於構想的初期階段，如 in embryo（尚在萌芽階段）。	The embryo begins to develop major organs within the first few weeks.	胚胎在最初幾週內就開始發育主要器官。	[{"text":"human embryo","meaningZh":"人類胚胎"},{"text":"embryo development","meaningZh":"胚胎發育"}]
emergence	noun	noun	the process of coming into existence or prominence	出現；崛起；浮現	常見 the emergence of，如 the emergence of new technology（新科技的興起），強調某事物從無到有或逐漸受到關注。	The emergence of social media has changed how people communicate.	社群媒體的興起改變了人們溝通的方式。	[{"text":"the emergence of new technology","meaningZh":"新科技的出現"},{"text":"emergence from poverty","meaningZh":"脫離貧困"}]
emergency	noun	noun	a serious, unexpected situation requiring immediate action	緊急情況；緊急事件	常見 in case of emergency、an emergency room（急診室），強調需要立即處理的危急狀況。	Call this number only in case of an emergency.	只有在緊急情況下才撥打這個號碼。	[{"text":"in an emergency","meaningZh":"在緊急情況下"},{"text":"emergency services","meaningZh":"緊急救援單位"}]
emigrate	verb	verb	to leave one's own country to settle permanently in another	移居國外；移民（離開本國）	常接 from，強調「離開」原本的國家，與 immigrate（移入某國）視角相反，常搭配使用。	Her grandparents emigrated from Italy to the United States in the 1950s.	她的祖父母在一九五〇年代從義大利移民到美國。	[{"text":"emigrate from Taiwan","meaningZh":"從臺灣移居海外"},{"text":"emigrate to Canada","meaningZh":"移居加拿大"}]
eminent	adjective	adjective	famous and respected within a particular sphere, especially a profession	卓越的；著名的；德高望重的	常修飾 scientist、professor 等，如 an eminent scholar，強調在特定領域享有崇高聲望與地位。	The lecture was given by an eminent professor of physics.	這場演講是由一位著名的物理學教授主講的。	[{"text":"eminent scholar","meaningZh":"著名學者"},{"text":"eminent scientist","meaningZh":"傑出科學家"}]
emission	noun	noun	the production and release of something, especially gas or radiation	排放（物）	常見 carbon emissions（碳排放）、greenhouse gas emissions，環境議題常用詞。	The new regulations aim to reduce carbon emissions from factories.	這項新法規旨在減少工廠的碳排放。	[{"text":"carbon emissions","meaningZh":"碳排放"},{"text":"emission standards","meaningZh":"排放標準"}]
emit	verb	verb	to give off or release something, such as light, sound, gas, or heat	發出；排放（光、聲音、氣體）	常接具體物理現象作受詞，如 emit light/heat/a sound，強調物體主動散發出某種能量或物質。	The device emits a soft blue light when activated.	這個裝置啟動時會發出柔和的藍光。	[{"text":"emit light","meaningZh":"發光"},{"text":"emit radiation","meaningZh":"釋放輻射"}]
emotion	noun	noun	a strong feeling such as joy, anger, or fear	情感；情緒	常見 show emotion、a wave of emotion，泛指各種強烈的內在感受，涵蓋正面與負面情緒。	She struggled to hide her emotion during the farewell speech.	她在告別演說時努力掩飾自己的情緒。	[{"text":"express emotion","meaningZh":"表達情感"},{"text":"mixed emotions","meaningZh":"百感交集"}]
emotional	adjective	adjective	relating to emotions, or showing strong feelings	情感的；情緒化的	常見 an emotional response（情緒反應）、get emotional（變得激動），可中性描述情感相關事物，也可指人容易動情。	The reunion was an emotional moment for the entire family.	這場團聚對整個家庭而言是個充滿情感的時刻。	[{"text":"emotional support","meaningZh":"情感支持"},{"text":"emotional response","meaningZh":"情緒反應"}]
emphasize	verb	verb	to give special importance or prominence to something	強調	常接名詞或子句，如 emphasize the importance of，強調刻意突顯某重點以引起注意。	The teacher emphasized the importance of practicing every day.	老師強調每天練習的重要性。	[{"text":"emphasize the importance of","meaningZh":"強調……的重要性"},{"text":"strongly emphasize","meaningZh":"大力強調"}]
empower	verb	verb	to give someone the authority, confidence, or means to do something	賦予權力；使能夠（做某事）	常接 to do something，如 empower employees to make decisions，強調給予他人自主行動或決策的能力與信心。	The training program empowers employees to make independent decisions.	這項培訓計畫讓員工能夠自主做出決策。	[{"text":"empower someone to do something","meaningZh":"賦權使某人能做某事"},{"text":"empower women","meaningZh":"賦予女性自主能力"}]
emulate	verb	verb	to try to match or surpass someone by imitating their achievements or qualities	仿效；效法（以求超越）	常接人或成就作受詞，如 emulate a role model，強調以他人為榜樣努力追趕或超越，語氣正面。	The young athlete hopes to emulate her idol's success.	這位年輕的運動員希望能效法她偶像的成功。	[{"text":"emulate someone's success","meaningZh":"仿效某人的成功"},{"text":"emulate a role model","meaningZh":"效法榜樣"}]
enact	verb	verb	to make a bill or plan into law, or to perform or act out a role	制定（法律）；演出（角色）	常見 enact a law/legislation（制定法律），也可用於戲劇語境，指扮演角色或重演事件。	The government enacted new legislation to protect consumer rights.	政府制定了新法規以保護消費者權益。	[{"text":"enact legislation","meaningZh":"制定法規"},{"text":"enact a scene","meaningZh":"演出一個場景"}]
encapsulate	verb	verb	to express or represent the essential features of something concisely	概括；濃縮表達	常見 encapsulate an idea/feeling，強調用簡潔的方式完整呈現某事物的核心要點。	Her speech perfectly encapsulated the team's mission and values.	她的演講完美地概括了這個團隊的使命與價值觀。	[{"text":"encapsulate an idea","meaningZh":"概括一個想法"},{"text":"neatly encapsulate","meaningZh":"簡潔精準地概括"}]
enclose	verb	verb	to surround something on all sides, or to put something inside an envelope or package along with a main item	圍住；（隨信）附上	常見 enclose a document（隨信附上文件）、an enclosed garden（被圍住的花園），依語境判斷詞義。	Please enclose a copy of your resume with the application form.	請隨申請表附上一份您的履歷影本。	[{"text":"enclose a cheque","meaningZh":"隨信附上支票"},{"text":"be enclosed by walls","meaningZh":"被牆圍住"}]
enclosure	noun	noun	an area surrounded by a fence or wall, or an item included along with a letter	圍場；圍欄區域；（信件的）附件	常見 an animal enclosure（動物圍欄）、please see enclosure（請見附件），依語境涵蓋實體空間與文件附件兩種意義。	The zoo built a larger enclosure for the elephants.	動物園為大象建了一個更大的圍欄區域。	[{"text":"animal enclosure","meaningZh":"動物圍場"},{"text":"check the enclosures","meaningZh":"查看信件附件"}]
encompass	verb	verb	to include a wide range of things or areas as part of something	涵蓋；包含	常見 encompass a wide range of topics，強調範圍廣泛地包括多項內容或層面，語氣正式。	The course encompasses topics from ancient history to modern politics.	這門課程涵蓋了從古代歷史到現代政治的各種主題。	[{"text":"encompass a wide range of","meaningZh":"涵蓋廣泛的……"},{"text":"encompass several disciplines","meaningZh":"涵蓋數個學科"}]
encounter	noun	noun	an unexpected or casual meeting with someone or something	相遇；邂逅；遭遇	常見 a chance encounter（不期而遇）、a close encounter（近距離接觸），強調意外或短暫的接觸經驗。	Their chance encounter at the coffee shop led to a lasting friendship.	他們在咖啡店的不期而遇，開啟了一段長久的友誼。	[{"text":"chance encounter","meaningZh":"偶然相遇"},{"text":"close encounter","meaningZh":"近距離接觸"}]
encroach	verb	verb	to gradually intrude on someone's territory, rights, or time	侵占；（逐漸）侵犯	常接 on/upon，如 encroach on someone's privacy，強調逐步、悄悄地侵犯他人的權利或領域。	The new construction project began to encroach on the protected wetlands.	這項新建工程開始侵占受保護的濕地。	[{"text":"encroach on privacy","meaningZh":"侵犯隱私"},{"text":"encroach upon territory","meaningZh":"侵占領土"}]
endeavor	verb	verb	to try hard to achieve or complete something	努力；盡力嘗試	常接 to do something，如 endeavor to improve，語氣正式，強調認真努力達成目標，較 try 更書面。	The team endeavored to finish the project ahead of schedule.	這個團隊努力提前完成這項計畫。	[{"text":"endeavor to do something","meaningZh":"努力做某事"},{"text":"endeavor to improve","meaningZh":"努力改善"}]
endemic	noun	noun	a disease or condition regularly found within a particular area or population	（地方性）流行病	醫學用語，指在特定地區或群體中持續存在的疾病，與偶發性的 epidemic 不同。	Malaria remains an endemic in several tropical regions.	瘧疾在幾個熱帶地區仍然是地方性流行病。	[]
endemic	adjective	adjective	regularly found in a particular area, population, or field	（某地區）特有的；地方性的	常見 endemic species（特有種）、an endemic problem（根深蒂固的問題），強調長期存在且與特定範圍緊密相關。	This species of bird is endemic to the island and found nowhere else.	這種鳥類是這座島嶼的特有種，其他地方都看不到。	[{"text":"endemic to the region","meaningZh":"該地區特有的"},{"text":"endemic corruption","meaningZh":"根深蒂固的貪腐"}]
endless	adjective	adjective	having or seeming to have no end; very long or continuous	無盡的；沒完沒了的	常修飾 possibilities、supply、wait 等，如 endless possibilities（無限的可能性），強調數量、時間或範圍極大。	The negotiations seemed to go on for an endless amount of time.	這場談判似乎沒完沒了。	[{"text":"endless possibilities","meaningZh":"無窮的可能性"},{"text":"seemingly endless","meaningZh":"似乎沒有盡頭的"}]
endorse	verb	verb	to declare one's public approval or support of someone or something	認可；公開支持（背書）	常見 endorse a candidate/product，指公開表態支持某人、產品或政策，帶正式或商業色彩。	Several celebrities have endorsed the new environmental campaign.	好幾位名人都公開支持了這項新的環保運動。	[{"text":"endorse a candidate","meaningZh":"公開支持候選人"},{"text":"endorse a product","meaningZh":"為產品背書"}]
endow	verb	verb	to provide someone or something with a quality or ability, or to give a large sum of money to fund an institution	賦予（特質、能力）；捐贈（大筆資金）	常見 be endowed with talent（天生具有才能）、endow a scholarship（捐款設立獎學金），依語境涵蓋抽象特質與實質捐款。	The university was endowed with a generous grant from a wealthy alumnus.	這所大學獲得一位富有校友捐贈的一大筆資金。	[{"text":"endow someone with a gift","meaningZh":"賦予某人天賦"},{"text":"endow a scholarship","meaningZh":"捐資設立獎學金"}]
endure	verb	verb	to suffer something difficult or painful patiently, or to continue to exist over a long period	忍受（痛苦）；持續存在	可指忍耐艱難處境，如 endure hardship，也可指事物長久留存，如 traditions that endure。	The prisoners had to endure harsh conditions during their captivity.	囚犯們在被囚禁期間必須忍受嚴苛的環境。	[{"text":"endure hardship","meaningZh":"忍受艱苦"},{"text":"endure for generations","meaningZh":"延續數代"}]
enforce	verb	verb	to compel observance of or compliance with a law, rule, or requirement	執行；強制實施	常接 a law/rule/policy，如 enforce regulations，強調確保規則被確實遵守，必要時採取強制手段。	The city has begun to strictly enforce the new parking regulations.	這座城市已開始嚴格執行新的停車法規。	[{"text":"enforce the law","meaningZh":"執法"},{"text":"strictly enforce","meaningZh":"嚴格執行"}]
engagement	noun	noun	a formal agreement to get married, or the state of being involved in an activity	訂婚；參與；約定	常見 announce an engagement（宣布訂婚）、customer engagement（顧客參與度），依語境判斷為婚姻承諾或參與程度。	They announced their engagement at a family dinner.	他們在一場家庭聚餐上宣布了訂婚喜訊。	[{"text":"announce an engagement","meaningZh":"宣布訂婚"},{"text":"community engagement","meaningZh":"社區參與"}]
engrave	verb	verb	to cut or carve words or a design onto a hard surface	雕刻；刻印	常接 on/with，如 engrave a name on a ring，強調在堅硬表面（金屬、石材）刻上文字或圖案，常見於紀念物品。	The jeweler engraved their wedding date on the inside of the ring.	珠寶商在戒指內側刻上了他們的結婚日期。	[{"text":"engrave a name on","meaningZh":"把名字刻在……上"},{"text":"be engraved with","meaningZh":"刻有……"}]
engross	verb	verb	to absorb all of someone's attention or interest completely	使全神貫注；使入迷	常見被動語態 be engrossed in，如 engrossed in a book，強調某人專注到幾乎忽略周遭一切的程度。	She was so engrossed in the novel that she didn't notice the time.	她全神貫注地讀著這本小說，完全沒注意到時間。	[{"text":"be engrossed in a book","meaningZh":"全神貫注地看書"},{"text":"completely engross someone","meaningZh":"完全吸引某人的注意力"}]
